address,count,symbol
0x107285170,12,implicit closure #3 in implicit closure #2 in AppViewModel.catalogOnlyEffectiveAgents.getter (in Agent Deck.debug.dylib) (AppViewModel.swift:0)
0x10728534c,12,thunk for @callee_guaranteed (@guaranteed String) -> (@owned String) with global actor constraint MainActor (in Agent Deck.debug.dylib) (/<compiler-generated>:0)
0x1072853a8,12,thunk for @callee_guaranteed (@guaranteed String) -> (@owned String) (in Agent Deck.debug.dylib) (/<compiler-generated>:0)
0x1072bed08,12,partial apply for thunk for @callee_guaranteed (@guaranteed String) -> (@owned String) (in Agent Deck.debug.dylib) (/<compiler-generated>:0)
0x1075c0730,12,closure #1 in PiAgentComposerBox.body.getter (in Agent Deck.debug.dylib) (PiAgentComposerViews.swift:136)
0x107837e70,12,static PiAgentSessionStore.readParentTranscript(from:) (in Agent Deck.debug.dylib) (PiAgentSessionStore.swift:1159)
0x1079cb330,12,PiAgentUserMessageContent.messageText.getter (in Agent Deck.debug.dylib) (PiAgentTranscriptViews.swift:1591)
0x1072f62c8,11,ContentView.mainContent.getter (in Agent Deck.debug.dylib) (ContentView.swift:167)
0x1072a2c30,11,AppViewModel.agent(_:isEnabledFor:) (in Agent Deck.debug.dylib) (AppViewModel.swift:4214)
0x1072a2ed8,11,closure #1 in AppViewModel.assignedProjects(for:) (in Agent Deck.debug.dylib) (AppViewModel.swift:4218)
0x1072a2d28,11,AppViewModel.assignedProjects(for:) (in Agent Deck.debug.dylib) (AppViewModel.swift:4218)
0x1077f4360,11,protocol witness for Decodable.init(from:) in conformance PiAgentTranscriptEntry (in Agent Deck.debug.dylib) (/<compiler-generated>:0)
0x107859060,11,PersistedTranscript.init(from:) (in Agent Deck.debug.dylib) (/<compiler-generated>:0)
0x107859324,11,protocol witness for Decodable.init(from:) in conformance PersistedTranscript (in Agent Deck.debug.dylib) (/<compiler-generated>:0)
0x1079cac6c,11,closure #1 in PiAgentUserMessageContent.body.getter (in Agent Deck.debug.dylib) (PiAgentTranscriptViews.swift:1557)
0x10728cd68,10,closure #1 in AppViewModel.skillReferenceWarnings.getter (in Agent Deck.debug.dylib) (AppViewModel.swift:3618)
0x1072bf570,10,partial apply for closure #1 in AppViewModel.skillReferenceWarnings.getter (in Agent Deck.debug.dylib) (/<compiler-generated>:0)
0x10728b9d0,10,AppViewModel.skillReferenceWarnings.getter (in Agent Deck.debug.dylib) (AppViewModel.swift:3617)
0x107a61614,10,closure #1 in closure #1 in closure #3 in closure #1 in PiAgentScreen.sessionsColumn.getter (in Agent Deck.debug.dylib) (PiAgentViews.swift:619)
0x10750aadc,10,closure #1 in closure #1 in MarkdownTextView.body.getter (in Agent Deck.debug.dylib) (MarkdownViews.swift:0)
0x1077f3e8c,10,PiAgentTranscriptEntry.init(from:) (in Agent Deck.debug.dylib) (/<compiler-generated>:0)
0x10728acfc,9,AppViewModel.hasAgentWarnings.getter (in Agent Deck.debug.dylib) (AppViewModel.swift:3581)
0x1075c4c54,9,closure #3 in closure #1 in PiAgentComposerBox.body.getter (in Agent Deck.debug.dylib) (PiAgentComposerViews.swift:0)
0x107285268,9,AppViewModel.standardizedPath(_:) (in Agent Deck.debug.dylib) (AppViewModel.swift:3979)
0x107a96894,8,protocol witness for View.body.getter in conformance PiAgentComposerPanel (in Agent Deck.debug.dylib) (/<compiler-generated>:0)
0x107ba32e8,8,ProjectPreferencesStore.preference(for:) (in Agent Deck.debug.dylib) (ProjectPreferences.swift:192)
0x10750c77c,8,MarkdownTextView.inlineText(_:) (in Agent Deck.debug.dylib) (MarkdownViews.swift:94)
0x1079cc184,8,closure #1 in closure #1 in PiAgentUserMessageContent.body.getter (in Agent Deck.debug.dylib) (PiAgentTranscriptViews.swift:1575)
0x107306384,7,ContentView.commandContextUpdateToken.getter (in Agent Deck.debug.dylib) (ContentView.swift:602)
0x1072fb454,7,closure #1 in ContentView.mainContent.getter (in Agent Deck.debug.dylib) (ContentView.swift:0)
0x107ba32f0,7,ProjectPreferencesStore.preference(for:) (in Agent Deck.debug.dylib) (ProjectPreferences.swift:192)
0x10775c288,7,closure #1 in PiAgentSessionRow.body.getter (in Agent Deck.debug.dylib) (PiAgentSessionListViews.swift:0)
0x107abbd6d,7,partial apply for closure #1 in PiAgentScreen.scrollToConversationBottom(proxy:animated:respectSuppression:repeatCount:) (in Agent Deck.debug.dylib) (/<compiler-generated>:0)
0x10750ddb4,7,static MarkdownInlineRenderCache.attributedString(for:) (in Agent Deck.debug.dylib) (MarkdownViews.swift:122)
0x1079cb394,7,PiAgentUserMessageContent.imageAttachments.getter (in Agent Deck.debug.dylib) (PiAgentTranscriptViews.swift:1592)
0x1079a07a0,7,PiAgentThreadDiffSummaryView.body.getter (in Agent Deck.debug.dylib) (PiAgentTranscriptViews.swift:598)
0x1079ab4b8,7,protocol witness for View.body.getter in conformance PiAgentThreadDiffSummaryView (in Agent Deck.debug.dylib) (/<compiler-generated>:0)
0x1079af788,7,PiAgentCompactDiffPreview.meaningfulLines.getter (in Agent Deck.debug.dylib) (PiAgentTranscriptViews.swift:865)
