address,count,symbol
0x104f518fc,15,AppViewModel.enabledProjects.getter (in Agent Deck.debug.dylib) (AppViewModel.swift:3544)
0x1054ba778,14,protocol witness for Decodable.init(from:) in conformance PiAgentTranscriptEntry (in Agent Deck.debug.dylib) (/<compiler-generated>:0)
0x10551f478,14,PersistedTranscript.init(from:) (in Agent Deck.debug.dylib) (/<compiler-generated>:0)
0x10551f73c,14,protocol witness for Decodable.init(from:) in conformance PersistedTranscript (in Agent Deck.debug.dylib) (/<compiler-generated>:0)
0x104f51f30,14,AppViewModel.hasAgentWarnings.getter (in Agent Deck.debug.dylib) (AppViewModel.swift:3570)
0x104fc1494,14,ContentView.sidebarWarning(for:) (in Agent Deck.debug.dylib) (ContentView.swift:80)
0x104e39845,14,partial apply for thunk for @escaping @isolated(any) @callee_guaranteed @async () -> (@out A) (in Agent Deck.debug.dylib) (/<compiler-generated>:0)
0x105675ba0,14,PiAgentCompactDiffPreview.meaningfulLines.getter (in Agent Deck.debug.dylib) (PiAgentTranscriptViews.swift:865)
0x105296bd4,13,PiAgentComposerBox.openAIFastModel(for:) (in Agent Deck.debug.dylib) (PiAgentComposerViews.swift:221)
0x105519d64,13,closure #1 in PiAgentSessionStore.saveNowAsync() (in Agent Deck.debug.dylib) (PiAgentSessionStore.swift:1114)
0x104f51a28,13,closure #1 in AppViewModel.enabledProjects.getter (in Agent Deck.debug.dylib) (AppViewModel.swift:3544)
0x104f85a70,13,partial apply for closure #1 in AppViewModel.hasAgentWarnings.getter (in Agent Deck.debug.dylib) (/<compiler-generated>:0)
0x1056917ac,13,PiAgentUserMessageContent.imageAttachments.getter (in Agent Deck.debug.dylib) (PiAgentTranscriptViews.swift:1592)
0x104f36aa4,12,AppViewModel.piRuntimeSettingsModificationDate() (in Agent Deck.debug.dylib) (AppViewModel.swift:2631)
0x10551a1f0,12,static PiAgentSessionStore.write(_:to:) (in Agent Deck.debug.dylib) (PiAgentSessionStore.swift:1148)
0x104f52120,12,closure #1 in AppViewModel.hasAgentWarnings.getter (in Agent Deck.debug.dylib) (AppViewModel.swift:3571)
0x104d35114,12,Collection.map<A, B>(_:) (in Agent Deck.debug.dylib) (/<compiler-generated>:0)
0x1054ba2a4,11,PiAgentTranscriptEntry.init(from:) (in Agent Deck.debug.dylib) (/<compiler-generated>:0)
0x104fbc40c,11,ContentView.mainContent.getter (in Agent Deck.debug.dylib) (ContentView.swift:89)
0x104f69efc,11,AppViewModel.assignedProjects(for:) (in Agent Deck.debug.dylib) (AppViewModel.swift:4207)
0x104f529c4,11,AppViewModel.hasSkillWarnings.getter (in Agent Deck.debug.dylib) (AppViewModel.swift:3576)
0x104fbc6e0,11,ContentView.mainContent.getter (in Agent Deck.debug.dylib) (ContentView.swift:167)
0x104f369b8,10,AppViewModel.piRuntimeSettingsURL.getter (in Agent Deck.debug.dylib) (AppViewModel.swift:2635)
0x10569185c,10,PiAgentUserMessageContent.fileAttachments.getter (in Agent Deck.debug.dylib) (PiAgentTranscriptViews.swift:1594)
0x1054219c4,9,PiAgentSessionRow.body.getter (in Agent Deck.debug.dylib) (PiAgentSessionListViews.swift:239)
0x105753be4,9,PiAgentComposerPanel.supportedThinkingLevels(for:) (in Agent Deck.debug.dylib) (PiAgentViews.swift:1951)
0x105753b30,9,implicit closure #12 in implicit closure #11 in PiAgentComposerPanel.body.getter (in Agent Deck.debug.dylib) (PiAgentViews.swift:0)
0x10574424c,9,thunk for @callee_guaranteed (@in_guaranteed PiAgentSessionRecord) -> (@owned [String]) with global actor constraint MainActor (in Agent Deck.debug.dylib) (/<compiler-generated>:0)
0x105744290,9,thunk for @callee_guaranteed (@in_guaranteed PiAgentSessionRecord) -> (@owned [String]) (in Agent Deck.debug.dylib) (/<compiler-generated>:0)
0x1057858bc,9,partial apply for thunk for @callee_guaranteed (@in_guaranteed PiAgentSessionRecord) -> (@owned [String]) (in Agent Deck.debug.dylib) (/<compiler-generated>:0)
0x104d55418,9,Optional.map<A, B>(_:) (in Agent Deck.debug.dylib) (/<compiler-generated>:0)
0x105751df0,9,PiAgentComposerPanel.body.getter (in Agent Deck.debug.dylib) (PiAgentViews.swift:1703)
