address,count,symbol
0x10523c490,14,AppViewModel.readPiRuntimeDefaults() (in Agent Deck.debug.dylib) (AppViewModel.swift:2565)
0x10581d298,14,closure #1 in PiAgentSessionStore.persistTranscript(_:) (in Agent Deck.debug.dylib) (PiAgentSessionStore.swift:1011)
0x105a3ebd8,13,closure #5 in closure #1 in closure #1 in closure #1 in PiAgentScreen.transcript.getter (in Agent Deck.debug.dylib) (PiAgentViews.swift:834)
0x10559231c,12,closure #3 in closure #1 in PiAgentComposerBox.body.getter (in Agent Deck.debug.dylib) (PiAgentComposerViews.swift:0)
0x105a4778c,12,closure #1 in closure #1 in PiAgentScreen.scrollToConversationBottom(proxy:animated:respectSuppression:repeatCount:) (in Agent Deck.debug.dylib) (PiAgentViews.swift:1134)
0x105a8dcac,12,partial apply for closure #1 in closure #1 in PiAgentScreen.scrollToConversationBottom(proxy:animated:respectSuppression:repeatCount:) (in Agent Deck.debug.dylib) (/<compiler-generated>:0)
0x105a46fe0,12,closure #1 in PiAgentScreen.scrollToConversationBottom(proxy:animated:respectSuppression:repeatCount:) (in Agent Deck.debug.dylib) (PiAgentViews.swift:1133)
0x105a7a9f9,12,partial apply for closure #1 in PiAgentScreen.scrollToConversationBottom(proxy:animated:respectSuppression:repeatCount:) (in Agent Deck.debug.dylib) (/<compiler-generated>:0)
0x105820a3c,12,closure #1 in PiAgentSessionStore.saveNowAsync() (in Agent Deck.debug.dylib) (PiAgentSessionStore.swift:1114)
0x105a33ce4,11,closure #1 in PiAgentScreen.activeSessionColumn.getter (in Agent Deck.debug.dylib) (PiAgentViews.swift:733)
0x105a1c9f0,11,PiAgentScreen.activeSessionColumn.getter (in Agent Deck.debug.dylib) (PiAgentViews.swift:735)
0x105a1c68c,11,closure #1 in closure #1 in PiAgentScreen.body.getter (in Agent Deck.debug.dylib) (PiAgentViews.swift:348)
0x10567fa50,11,LineStreamReader.append(_:) (in Agent Deck.debug.dylib) (PiAgentProcess.swift:316)
