address,count,symbol
0x1075eaf1c,13,closure #1 in ContentView.mainContent.getter (in Agent Deck.debug.dylib) (ContentView.swift:0)
0x1078b01f8,13,closure #1 in PiAgentComposerBox.body.getter (in Agent Deck.debug.dylib) (PiAgentComposerViews.swift:136)
0x107606df8,13,ContentView.selectedAgentFilePath.getter (in Agent Deck.debug.dylib) (ContentView.swift:868)
0x10757b40c,12,AppViewModel.skillReferenceWarnings.getter (in Agent Deck.debug.dylib) (AppViewModel.swift:3617)
0x107ae3e28,12,protocol witness for Decodable.init(from:) in conformance PiAgentTranscriptEntry (in Agent Deck.debug.dylib) (/<compiler-generated>:0)
0x107b48b28,12,PersistedTranscript.init(from:) (in Agent Deck.debug.dylib) (/<compiler-generated>:0)
0x107b48dec,12,protocol witness for Decodable.init(from:) in conformance PersistedTranscript (in Agent Deck.debug.dylib) (/<compiler-generated>:0)
0x107574d28,12,AppViewModel.standardizedPath(_:) (in Agent Deck.debug.dylib) (AppViewModel.swift:3979)
0x107571424,12,AppViewModel.catalogOnlyEffectiveAgents.getter (in Agent Deck.debug.dylib) (AppViewModel.swift:3348)
0x1078d7e58,11,PiAgentComposerFooterBar.body.getter (in Agent Deck.debug.dylib) (PiAgentComposerViews.swift:0)
0x1078d8f64,11,protocol witness for View.body.getter in conformance PiAgentComposerFooterBar (in Agent Deck.debug.dylib) (/<compiler-generated>:0)
0x107574c38,11,implicit closure #3 in implicit closure #2 in AppViewModel.catalogOnlyEffectiveAgents.getter (in Agent Deck.debug.dylib) (AppViewModel.swift:0)
0x107574e14,11,thunk for @callee_guaranteed (@guaranteed String) -> (@owned String) with global actor constraint MainActor (in Agent Deck.debug.dylib) (/<compiler-generated>:0)
