address,count,symbol
0x105a8a6f8,9,AppViewModel.agent(_:isEnabledFor:) (in Agent Deck.debug.dylib) (AppViewModel.swift:4214)
0x10638abdc,8,ProjectPreferencesStore.preference(for:) (in Agent Deck.debug.dylib) (ProjectPreferences.swift:192)
0x105a694a0,8,AppViewModel.catalogOnlyEffectiveAgents.getter (in Agent Deck.debug.dylib) (AppViewModel.swift:3349)
0x105aeeb68,7,closure #3 in ContentView.mainContent.getter (in Agent Deck.debug.dylib) (ContentView.swift:162)
0x105a6cd28,7,AppViewModel.standardizedPath(_:) (in Agent Deck.debug.dylib) (AppViewModel.swift:3979)
0x105b8267c,7,AppPage.init(_:subtitle:content:) (in Agent Deck.debug.dylib) (DesignSystem.swift:269)
0x105862ba4,7,AgentDetailView.body.getter (in Agent Deck.debug.dylib) (AgentManagementViews.swift:472)
0x1059ac04c,7,closure #1 in static FileWatchFingerprint.make(urls:) (in Agent Deck.debug.dylib) (AppRefreshService.swift:130)
0x105a69250,6,AppViewModel.allDisplayAgents.getter (in Agent Deck.debug.dylib) (AppViewModel.swift:3315)
0x105da5a48,6,PiAgentComposerBox.body.getter (in Agent Deck.debug.dylib) (PiAgentComposerViews.swift:0)
0x105db8ac8,6,protocol witness for View.body.getter in conformance PiAgentComposerBox (in Agent Deck.debug.dylib) (/<compiler-generated>:0)
0x105ade7d8,6,ContentView.mainContent.getter (in Agent Deck.debug.dylib) (ContentView.swift:191)
0x10585b8ac,6,protocol witness for View.body.getter in conformance AgentLibraryPane (in Agent Deck.debug.dylib) (/<compiler-generated>:0)
0x105aedfac,5,ContentView.commandContextUpdateToken.getter (in Agent Deck.debug.dylib) (ContentView.swift:597)
0x105da7340,5,closure #1 in PiAgentComposerBox.body.getter (in Agent Deck.debug.dylib) (PiAgentComposerViews.swift:136)
0x105b8c2b8,5,closure #1 in appListSection<A>(_:info:content:) (in Agent Deck.debug.dylib) (DesignSystem.swift:448)
0x105b8c590,5,Section<>.init(content:header:) (in Agent Deck.debug.dylib) (/<compiler-generated>:0)
0x105b8bfe0,5,appListSection<A>(_:info:content:) (in Agent Deck.debug.dylib) (DesignSystem.swift:447)
0x10584be40,5,AgentLibraryPane.body.getter (in Agent Deck.debug.dylib) (AgentManagementViews.swift:129)
0x105accb48,4,protocol witness for View.body.getter in conformance PromptsScreen (in Agent Deck.debug.dylib) (/<compiler-generated>:0)
0x105ae97ec,4,ContentView.updateCommandContext() (in Agent Deck.debug.dylib) (ContentView.swift:622)
0x105dab864,4,closure #3 in closure #1 in PiAgentComposerBox.body.getter (in Agent Deck.debug.dylib) (PiAgentComposerViews.swift:0)
0x1058529d0,4,AgentLibraryPane.filteredAgents.getter (in Agent Deck.debug.dylib) (AgentManagementViews.swift:246)
0x1058a248c,4,protocol witness for static View._makeViewList(view:inputs:) in conformance AgentDetailView (in Agent Deck.debug.dylib) (/<compiler-generated>:0)
0x1058656cc,4,AgentDetailView.summaryTab.getter (in Agent Deck.debug.dylib) (AgentManagementViews.swift:671)
0x105863920,4,closure #1 in AgentDetailView.body.getter (in Agent Deck.debug.dylib) (AgentManagementViews.swift:0)
0x105a73620,4,AppViewModel.skillWarnings.getter (in Agent Deck.debug.dylib) (AppViewModel.swift:3598)
0x105a7334c,4,AppViewModel.hasSkillWarnings.getter (in Agent Deck.debug.dylib) (AppViewModel.swift:3587)
0x106379ebc,3,DiscoveredProject.path.getter (in Agent Deck.debug.dylib) (ProjectDiscovery.swift:13)
0x105a8a6e4,3,AppViewModel.agent(_:isEnabledFor:) (in Agent Deck.debug.dylib) (AppViewModel.swift:4214)
